[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, -1, -3, 2, 5, -2, -4, 0, -2, 6, 2, 0, -2, 2, 5, 13, 4, 0, -13, -4, -12]
[0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -3, -4, 5, 16, 10, 1, 1, 3, 3, 1, 5, 1, -4, 5, -13, -16, -5]
[0, 0, 0, 0, 0, 0, 0, 0, -1, -4, 0, -1, 2, 9, 10, 3, 5, -11, -8, -3, 4, -1, 8, -1, -13, -9, -10, -10]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 1, 2, 5, 11, 7, -1, -1, -3, -7, -4, 13, -3, 9, 5, -4, -4, -2]
[0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 1, -1, 5, 5, -12, -9, -2, -4, -10, -8, -4, 4, 10, -7, 5, -1, -8, 3]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, -2, 6, 4, -10, -7, 10, 0, -1, -12, -1, 2, 4, 2, -5, 2, -2, 15]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 3, -1, 8, 13, 5, 6, 9, -3, -2, 9, 13, 4, 0, -3, 1, 15, -5]
[0, 0, 0, 0, 0, 0, 0, 0, -2, 0, -3, 4, 4, 10, 7, 7, 13, 17, 1, 4, 2, -4, -1, -5, -6, 8, 3, 1]
[0, 0, 0, 0, 0, 0, 0, 0, -1, 3, 0, 5, 2, -2, -3, 13, -4, 4, 8, 14, -6, 0, 11, 9, -12, -9, -7, -10]
[0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -5, -4, -4, 4, 0, 3, 1, 7, 6, -5, -5, 8, 8, -5, -5, -4, -10, -5]
[0, 0, 0, 0, 0, 0, 0, 0, -6, -1, -4, -6, -12, 3, 6, 9, 4, -8, -5, -7, 2, 8, 6, 0, 5, -8, -7, -8]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -1, 1, 0, 1, 1, 15, 13, 5, 1, -1, -12, 11, 4, -2, -9, 0, 2, -11, -15]
[0, 0, 0, 0, 0, 0, 0, 0, -3, 2, -3, 4, 6, 7, 6, 7, 0, -16, 0, -2, -6, -3, -4, -7, -12, -10, 1, -14]
[0, 0, 0, 0, 0, 0, 0, 0, -1, 3, 3, 3, 1, 8, 11, 1, 0, 1, -2, 0, -10, -5, -7, -15, -11, -3, -2, -4]
[0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 5, 1, 7, 16, 7, -1, 0, -6, -4, -6, -6, -5, -1, -13, -10, 3, -2, -5]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 2, 4, 12, 9, 6, -14, 1, -10, -16, -8, -9, -15, -2, -7, 2, 3, 1, -10]
[0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 4, -4, -8, -3, 3, -12, -3, -14, 4, -4, -3, -5, 2, -10, -3, 3, 3, -9]
[0, 0, 0, 0, 0, 0, 0, 0, 6, 8, -1, 0, 2, -4, 9, -4, 8, -8, 11, 2, -1, -5, 4, -6, -4, -2, 1, -7]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 2, 7, 8, -5, 1, 8, 1, -2, 2, 7, 7, 5, 7, -3, 3, -5, -3]
[0, 0, 0, 0, 0, 0, 0, 0, -6, 5, 13, 7, -3, -9, 9, 8, -3, -4, -5, 3, 12, 8, 5, 4, 4, -4, -1, -3]
