[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -8, -8, -5, -4, 0, -4, -1, -3, 9, -3, -5, -9, 8, 6, 20, -3, -1]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -1, -6, 0, -8, 6, -5, 0, 3, 0, -5, 1, 0, -3, -4, 3, 5, 8, 5, -1]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -6, 3, 3, 8, 8, -5, 11, 6, 7, 5, 6, 7, 3, -2, -7, -6, 2, 9]
[0, 0, 0, 0, 0, 0, 0, 0, -3, -4, 4, 4, 6, 6, 0, 2, 17, 6, 15, 0, -2, -1, -6, -12, -10, -9, 10, 2]
[0, 0, 0, 0, 0, 0, 0, 0, -2, 3, 8, 5, 6, -12, 12, 7, 12, 11, 10, -7, 3, -3, 9, -9, -9, -9, 6, 3]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 4, -2, -4, 7, 3, 5, 9, 14, -5, 10, -17, -7, -2, -11, 2, 10, 4]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 11, 2, -9, 6, 3, 5, 0, 13, 0, 4, 17, -8, -4, -8, 6, 12, 9]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 12, 5, 1, -7, -13, 2, -9, 6, 9, 3, 21, 13, -4, -4, -8, 3, 5]
[0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -4, 12, 11, 12, 4, 5, -9, 4, 10, 10, 2, 7, -4, -9, 8, -7, -11, -1]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 6, 5, 5, -11, 11, 1, 10, -5, -1, 9, -8, 4, -1, -11, -11, 0, -14]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 1, -2, -8, -3, 13, 1, 4, -1, 12, 5, 5, -1, 0, -11, -14, 2, -20]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, -1, -4, -6, -15, 0, 2, 4, 3, 5, 8, 17, -2, -4, -4, -6, -17, -25]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, -6, -12, -9, -3, 17, 17, 14, 11, 8, 3, 6, 2, 3, -8, -12, -16, -3]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -1, -7, -4, -18, -10, 2, 21, 12, 14, 14, 8, -1, 8, 0, 12, 7, -8, 1, 4]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -4, -6, -4, -14, -4, 5, 13, 12, 16, -4, 9, -10, -8, 3, -2, 7, -2, 6, 6]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -4, -4, 4, 4, 3, 0, 6, 10, 17, -4, -4, -2, -1, 4, 9, -2, 6, 1, -2]
[0, 0, 0, 0, 0, 0, 0, 0, -9, -3, -3, 1, 23, 1, -1, -11, -4, 7, -6, -3, -7, 8, -1, -6, -15, 8, 12, 15]
[0, 0, 0, 0, 0, 0, 0, 0, -6, -4, -4, -4, 8, -2, -9, -2, -9, 7, -6, 0, 1, 7, 0, 9, 1, 1, 5, 11]
[0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -6, -4, -1, -6, -3, -8, 1, 6, 7, 8, 17, 19, 18, 23, 16, 7, 11, 1]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -2, -6, -6, -8, 0, -2, -1, 4, 2, -4, -7, 7, 6, 10, 2, 20, 5, 13, -8]
