[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 10, 7, 14, 13, 17, 14, 14, 6, 11, 4, 0, -2, 3, 1, 7, 7, 7, 5]
[0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 14, 16, 24, 19, 10, 9, 21, 20, 19, 7, 4, 2, 14, 4, 2, -2, 0, 4]
[0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 20, 23, 28, 28, 21, 19, 20, 16, 17, 13, 4, 1, 5, 1, 5, 9, 7, -4]
[0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 13, 15, 13, 15, 12, 6, 18, 14, 27, 25, 16, 1, 3, 1, 12, 5, -2, -2]
[0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 7, 6, -2, 3, -6, -1, 3, 6, 9, 6, 12, 12, 14, 5, 1, -2, -15, -3]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -2, -5, -8, -8, -9, -13, -10, -9, -11, 0, -1, 12, 8, 6, -1, 5, -9, -16, -9]
[0, 0, 0, 0, 0, 0, 0, 0, -12, -8, -11, -9, -18, -14, -13, -18, -15, -13, -14, -8, 1, 9, 7, 9, 5, -7, 0, -2]
[0, 0, 0, 0, 0, 0, 0, 0, -6, -5, -4, -7, -10, -10, -8, -8, -6, -12, -7, -4, 9, 4, 8, 7, 7, 0, 0, 4]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -4, -6, -7, -2, -5, -3, 2, -5, 1, 2, -3, 7, 7, 9, 18, 14, 16, 9, 8]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -4, -4, -4, -2, -5, -7, -6, -3, -3, -3, -5, 0, 9, 13, 5, 17, 12, 7, 12]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -5, -4, -9, -9, -7, -6, -6, 0, 0, 1, 6, 5, 3, 9, 1, 4, -1, -1]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -4, -7, -6, -7, -8, -7, -9, 2, 5, 6, 5, -4, 2, 4, 1, -1, -3, -9]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -6, -12, -3, -2, 0, -5, 3, 5, 2, 0, 3, -5, 1, 3, -3, -1, -6, -7]
[0, 0, 0, 0, 0, 0, 0, 0, -3, -7, -7, -6, -3, -2, 1, 1, -2, -6, 0, 0, 0, -5, 1, -8, -4, -8, -6, -6]
[0, 0, 0, 0, 0, 0, 0, 0, -5, -7, -12, -9, -1, 2, 9, -3, -1, -7, -6, 0, 2, -8, -1, -7, -9, -12, -12, -3]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -8, -9, -7, -11, 0, 3, 0, 0, -7, -5, -2, -4, -13, -9, -8, -14, -9, -11, -7]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -8, -10, -10, -11, 2, -12, -1, -12, -15, -6, -12, -2, -10, -5, -12, -9, -11, -13, -7]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -3, -5, -12, -7, -11, -14, -10, -27, -19, -10, -13, -8, -11, -9, -7, -14, -13, -13, -4]
[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -5, -8, -3, -8, -13, -15, -18, -11, -8, -10, -8, -9, -17, -12, -15, -10, -9, -6]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, -2, -3, 1, -11, -13, -16, -13, -2, -7, -10, -6, -5, -16, -7, -14, -6, -10, -6]
